NEW YORK CITY DEPARTMENT OF INVESTIGATION,,,,,,,,,,
NEW YORK CITY HOUSING AUTHORITY,,,,,,,,,,
OFFICE OF THE INSPECTOR GENERAL,,,,,,,,,,
,,,,,,,,,,
NYCHA'S SMALL PROCUREMENT 2021,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Procurement Type,Purchase Order Number,Purchase Order Type,Vendor Name,Contract Description,Administering Department,Ship To Location,Borough,PO Total Amount,,
SMALL PURCHASE,2122660,STANDARD,SMK CONSTRUCTION INC.,"JAMES MONROE-0234 installing 9 wire mesh 18 x 18 on front of the 3 lobby doors at 3 Bldg at 810, 800 Soundview Ave and 1762 Story Ave **REQ 1608918**",Bronx Property Management,JAMES MONROE-0234,BRONX,"$7,400.00",,
SMALL PURCHASE,2122661,STANDARD,TRI-STATE PUMP & MOTOR INC.,"MARBLE HILL-0638 install ejector pumps 7, 8 and 10 **REQ 1609390**",Bronx Property Management,MARBLE HILL-0638,BRONX,"$9,956.00",,
SMALL PURCHASE,2122663,STANDARD,EKTA NY CONSTRUCTION CORP,MARBLE HILL-0638 cleaning and sanitizing drain stoppages in compactor rooms at 49W 225 Str and 2861 Exterior Str **1609383**,Bronx Property Management,MARBLE HILL-0638,BRONX,"$4,895.00",,
SMALL PURCHASE,2122672,STANDARD,BIKKY CONSTRUCTION INC.,"MORRISANIA AIR -0385 removing debris in 3 move-out apartments at 301East 156 th str -3A, 3125 Park ave-2C, 3080 Park ave -15A **REQ 1608889**",Bronx Property Management,MORRISANIA AIR -0385,BRONX,"$7,980.00",,
SMALL PURCHASE,2122682,STANDARD,BHARTA CONSTRUCTION CORPORATION,MURPHY CONSOLIDATED-0447 installing 5 light steel cage stair lights in stairhalls at 1010E 178 Str **REQ 1609534**,Bronx Property Management,MURPHY CONSOLIDATED-0447,BRONX,"$3,770.00",,
SMALL PURCHASE,2122692,STANDARD,LIONHEART CONTRACTING CORP,"PARKSIDE-0580 removing old and installing new 2 grease traps at the kitchen in the community center, size of the trap is 19 x 17 and 22 x 15 **REQ 1608822**",Bronx Property Management,PARKSIDE-0580,BRONX,"$4,980.00",,
SMALL PURCHASE,2122695,STANDARD,NEW GALAXY CORPORATION,"PELHAM PARKWAY-0586 hydro jetting from the main line to the house trap, sanitizing entire area at 2430 Bronx Wood Ave **REQ 1608030**",Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$9,998.00",,
SMALL PURCHASE,2122697,STANDARD,TRI-STATE PUMP & MOTOR INC.,MOTT HAVEN-0244 repairing house pump motor connector at Bldg 4 **REQ 1609582**,Bronx Property Management,MOTT HAVEN-0244,BRONX,"$3,490.00",,
SMALL PURCHASE,2122718,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","SWITCH, MICRO, USED WITH ZONE VALVE, DUNHAM/MEPCO #235302--Quote #12559",Bronx Property Management,SOTOMAYOR HOUSES - 0222,BRONX,"$1,329.90",,
SMALL PURCHASE,2122721,STANDARD,NCS DEVELOPMENT INC,"BOSTON RD-SECOR-0254 CLEANING THE CANOPIES AND SECONDARY ROOFS FROM DEBRIS AT 4 VARIOUS LOCATIONS 3555, 3475, 3550 - BIVONA STR AND 2175 REED'S MILL LANE **REQ 1608831**",Bronx Property Management,BOSTON RD-SECOR-0254,BRONX,"$9,375.00",,
SMALL PURCHASE,2122722,STANDARD,CLEARVIEW MAINTENANCE SERVICE INC,"MORRISANIA AIR Ð MAINTENANCE BASEMENT removing all slop sink cylinders from slop sink doors at various locations, in total 112 **REQ 1609636**",Bronx Property Management,MORRISANIA AIR Ð MAINTENANCE BASEMENT,BRONX,"$1,800.00",,
SMALL PURCHASE,2122723,STANDARD,BT REMODELING CORP,"BOSTON RD-SECOR-0254 cleaning the chutes shut off gates from debris at 3355, 3550, 3475 Bivona Str and 2175 Reed's Mill Lane **REQ 1607824**",Bronx Property Management,BOSTON RD-SECOR-0254,BRONX,"$4,660.00",,
SMALL PURCHASE,2122725,STANDARD,KULAR CONSTRUCTION CORP.,"BOSTON RD-SECOR-0254 removing old carpet and installing floor tiles in the kitchen, living roomand hallway at occupied apartment at Bldg 3 -10G **REQ 1608331**",Bronx Property Management,BOSTON RD-SECOR-0254,BRONX,"$1,200.00",,
SMALL PURCHASE,2122728,STANDARD,CITY ZONE GROUP INC.,GOV. MORRIS II-0280 cleaning vent at Bldg 16 - apt 3G and removing debris from basement storage room at Bldg 3 **REQ 1607844**,Bronx Property Management,GOV. MORRIS II-0280,BRONX,"$4,970.00",,
SMALL PURCHASE,2122730,STANDARD,CASTLE HILL ELECTRICAL SUPPLY CO,electrical misc,Bronx Property Management,SOTOMAYOR HOUSES - 0222,BRONX,$246.44,,
SMALL PURCHASE,2122732,STANDARD,TECHNOSHAPE CONSTRUCTION CORP,BORGIA BUTLER-0435 replacing 50 light bulbs and light covers at Bldg 1330 Webster Ave from 21st to 10th floor **REQ 1609406**,Bronx Property Management,BUTLER-0435,BRONX,"$9,975.00",,
SMALL PURCHASE,2122735,STANDARD,"HEATING & BURNER SUPPLY, INC.",B&G PL130 IRON BOOSTER PUMP XL11 BEARING SYSTEM--Quote #2112-123162,Bronx Property Management,BRONX RIVER-0533,BRONX,"$2,300.00",,
SMALL PURCHASE,2122737,STANDARD,TRI-STATE PUMP & MOTOR INC.,OEM BLOWER WHEEL FOR ST JOHNSON BOILER- QUOTE #TPM#10103,Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$2,500.00",,
SMALL PURCHASE,2122762,STANDARD,EKTA NY CONSTRUCTION CORP,BUTLER-PUMP ALL CONTAMINATED WATER BY SEWER LINE BACK UP FROM SEVERAL ROOMS-(REQ# 1609723),Bronx Property Management,BUTLER-0435,BRONX,"$9,150.00",,
SMALL PURCHASE,2122766,STANDARD,ZAFIRO CONSTRUCTION INC,"EDENWALD-REMOVE GARBAGE, FURNITURE DEBRIS FROM MO'S 132-13C & 1F-(REQ# 1609909)",Bronx Property Management,EDENWALD-0214,BRONX,"$6,820.00",,
SMALL PURCHASE,2122773,STANDARD,SMK CONSTRUCTION INC.,MONROE-INSTALL 36 LED BULBS & COVERS @ 800 SOUNDVIEW-(REQ# 1610037),Bronx Property Management,JAMES MONROE-0234,BRONX,"$9,960.00",,
SMALL PURCHASE,2122775,STANDARD,HD SUPPLY FACILITIES MAINTENANCE LTD,Applicances - quote 142073442 Omnia Partners Contract #16154,Bronx Property Management,PARKSIDE-0580,BRONX,"$2,157.45",,
SMALL PURCHASE,2122777,STANDARD,ZAFIRO CONSTRUCTION INC,"EDENWALD-INSTALL CERAMIC TILES, BACKSPLASH & CABINETS IN MGMT KITCHEN-(REQ# 1609633)",Bronx Property Management,EDENWALD-0214,BRONX,"$8,250.00",,
SMALL PURCHASE,2122778,STANDARD,DIRTY GLOVES DRAIN SERVICES LLC,"SACKWERN-CLEAR STOPPAGE, CLEAN & DISINFECT IN BASEMENT-(REQ# 1610061)",Bronx Property Management,SACK-WERN-0506,BRONX,"$3,418.75",,
SMALL PURCHASE,2122779,STANDARD,"NY PLUMBING WHOLESALE & SUPPLY, INC","90 ELBOW DOMESTIC, CL BRASS UNION - LF- Emergency Material",Bronx Property Management,MELROSE-0523,BRONX,"$5,371.81",,
SMALL PURCHASE,2122782,STANDARD,GURI CONSTRUCTION CORP,"MARBLEHILL-CLEAN OUT MO'S 11-12B, 7-3B, 9-8G & 9-4L-(REQ# 1609645)",Bronx Property Management,MARBLE HILL-0638,BRONX,"$9,000.00",,
SMALL PURCHASE,2122790,STANDARD,NY ERA CONSTRUCTION CORP,PELHAM-REMOVE & INSTALL WALL & FLOOR TILES IN MAINT. OFFICE-(REQ# 1607477),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$9,995.00",,
SMALL PURCHASE,2122793,STANDARD,TRUE STAR CONSTRUCTION CORP,FOREST-REMOVE USELESS STUFF FROM APTS 1020-9D & 730-16D-(REQ# 1605698),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,989.00",,
SMALL PURCHASE,2122806,STANDARD,SEAMLESS CONSTRUCTION CORP.,EAST RIVER-0207 regalzing bath tab in 5 move-outs and 2 occupied apts **REQ 1610051**,Bronx Property Management,EAST RIVER-0207,BRONX,"$9,980.00",,
SMALL PURCHASE,2122813,STANDARD,SUPREME RESELLER'S INC,"TESTER, 4-GAS, RKI GX-2012, FOR GAS MONITOR, LEL/02/CO/H2S, WITH ALKALINE BATTERIES, WRIST STRAP, PROBE, 10' HOSE & RUBBER BOOT, RKI #72-0290-22-A",Bronx Property Management,JAMES MONROE-0234,BRONX,"$2,518.50",,
SMALL PURCHASE,2122815,STANDARD,ZAFIRO CONSTRUCTION INC,EDENWALD-CLEAN CRAWL SPACE @ BLDGS 1120 & 1128-(REQ# 1606237),Bronx Property Management,EDENWALD-0214,BRONX,"$2,820.00",,
SMALL PURCHASE,2122816,STANDARD,"DOOR & MAILBOX SERVICE, INC.",PATTERSON-REPAIR LOBBY DOORS THROUGHOUT DEVELOPMENT-(REQ# 1607608),Bronx Property Management,PATTERSON HOUSES-0522,BRONX,"$6,200.00",,
GOVERMENT LIST,2122826,STANDARD,W.W. GRAINGER INC.,Appliances- quote 2049696886 #PC67235,Bronx Property Management,FOREST HOUSES-0535,BRONX,$871.42,,
SMALL PURCHASE,2122840,STANDARD,CLADDAGH ELECTRONICS LTD,Elevator- ERZ-V14D391 Estimate 4271,Bronx Property Management,BRONX PROPERTY MANAGEMENT (0024),BRONX,$500.00,,
SMALL PURCHASE,2122841,STANDARD,"CLADDAGH CONTROLS, CORP.",Elevator-KUL-11A15S-24 RELAY Estimate - 4978,Bronx Property Management,BRONX PROPERTY MANAGEMENT (0024),BRONX,"$4,600.00",,
SMALL PURCHASE,2122851,STANDARD,CENTRAL PLUMBING SPECIALTIES CO INC,"Plumbing & Heating - tee, metal , union quote S5716425",Bronx Property Management,MARBLE HILL-0638,BRONX,$477.14,,
SMALL PURCHASE,2122856,STANDARD,EVIDENT PROCESS HEAT AND POWER,"Coupling half for SQM45 actuator, IR Flame Scanner, Side Viewing--Quote #E1227Dr0",Bronx Property Management,GUN HILL-0579,BRONX,"$6,755.50",,
SMALL PURCHASE,1900569,STANDARD,TRACKED LIFTS INC.,GUNHILL-TRAINING FOR TRACK LIFTING FOR SKILLED TRADE STAFF-(REQ# 1155948),Bronx Property Management,GUN HILL-0579,BRONX,"$1,800.00",,
SMALL PURCHASE,2100006,STANDARD,NOVI ENTERPRISES INC,PELHAM-MO BUTTON UP @ 948-5B-SEE PROPOSAL ATTACHED-(REQ# 1477798),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,995.00",,
SMALL PURCHASE,2100032,STANDARD,DIESEL BUILDERS INC,GUNHILL-REPAIR FENCE & GATE @ COMPACTOR COMPOUND @ BLDG 1-(REQ# 1478155),Bronx Property Management,GUN HILL-0579,BRONX,"$4,895.00",,
SMALL PURCHASE,2100035,STANDARD,ZAFIRO CONSTRUCTION INC,UNION-GRAFFITI REMOVAL @ 818 HOME ST-(REQ# 1478025),Bronx Property Management,UNION AVE E.163-0753,BRONX,"$4,820.00",,
SMALL PURCHASE,2100041,STANDARD,"AUNORAG CONSTRUCTION, INC.",FOREST-INSTALL EXHAUST FANS IN 2 BASEMENTS @ BLDGS 7 & 14-(REQ# 1477910),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,925.00",,
SMALL PURCHASE,2100042,STANDARD,MATRI CONSTRUCTION INC,"FOREST-CLEAN UP DEBRIS, LEAVES & GARBAGE AROUND 5 BLDGS-(REQ# 1478184)",Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,740.00",,
SMALL PURCHASE,2100048,STANDARD,24 HRS CONSTRUCTION CORP,GUNHILL-INSTALL 2 VENTILATION FANS & FRAME IN BLDG #5 TANK ROOM_(REQ# 1478492),Bronx Property Management,GUN HILL-0579,BRONX,"$4,880.00",,
SMALL PURCHASE,2100050,STANDARD,SPEEDO CORPORATION,FOREST-REMOVE BULK & DEBRIS FROM MO'S 965-14D & 6F TO PREP FOR NEW OCCUPANCY-(1478357),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,975.00",,
SMALL PURCHASE,2100060,STANDARD,PRINCE BAINS CONSTRUCTION CORP,MONROE-INSTALL FLOOR TILES IN BLDG 800 ON THE 10TH & 11TH FL-(REQ# 1478701),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,780.00",,
SMALL PURCHASE,2100062,STANDARD,PRINCE BAINS CONSTRUCTION CORP,MONROE-REPLACE & REPAIR THE HARDWARE LOCK FOR THE ELECTRIC & ELEVATOR SHOP-(REQ# 1478709),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,689.00",,
SMALL PURCHASE,2100066,STANDARD,TRI-STATE PUMP & MOTOR INC.,BOSTON SECOR-RE-INSTALL 1 EJECTOR PUMP @ 2175 REED MILL LANE-(REQ# 1477298),Bronx Property Management,BOSTON RD-SECOR-0254,BRONX,"$3,500.00",,
SMALL PURCHASE,2100079,STANDARD,S.WALIA CONSTRUCTION INC,MONROE-REMOVE DEBRIS & FURNITURE @ 1800-7E-(REQ# 1478727),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,671.00",,
SMALL PURCHASE,2100097,STANDARD,ZAFIRO CONSTRUCTION INC,UNION-REPAIR ROOF FENCE 40 SQ FT @ 840 HEWITT PL-(REQ# 1478686),Bronx Property Management,UNION AVE E.163-0753,BRONX,"$4,950.00",,
SMALL PURCHASE,2100105,STANDARD,CITYLINK CONTRACTING INC,UNION-REPAIR ELEVATOR A & B FLOOR IN BLDG 950 & FINISH WITH EPOXY-(REQ# 1478888),Bronx Property Management,UNION AVE E.163-0753,BRONX,"$4,895.00",,
SMALL PURCHASE,2100106,STANDARD,RIO NY CONSTRUCTION INC,"FOREST-REPAIR LOBBY DOOR HARDWARE-HINGES, CLOSERS & MAGNETS IN BLDGS 3, 4 & 5-(REQ# 1478674)",Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,950.00",,
SMALL PURCHASE,2100107,STANDARD,SUN TRACK CORP,FOREST-CLEAN & SANITIZE ENTIRE BLDGS 4 & 7-(REQ# 1478762),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,990.00",,
SMALL PURCHASE,2100108,STANDARD,POLO CONSTRUCTION CORP,PELHAM-INSTALL FLOOR TILES IN HALLWAY OF BLDG 920 MACE AVE-(REQ# 1478904),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,899.00",,
SMALL PURCHASE,2100111,STANDARD,KC RESTORATION CORP,PELHAM-REMOVE & INSTALL THREE SIGNS IN DEVELOPMENT-(REQ# 1478917),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,985.00",,
SMALL PURCHASE,2100123,STANDARD,ANU CONSTRUCTION CORP,UNION-INSTALL 3 METAL BENCHES @ 818 HOME ST-(REQ# 1479080),Bronx Property Management,UNION AVE E.163-0753,BRONX,"$4,950.00",,
SMALL PURCHASE,2100131,STANDARD,KC RESTORATION CORP,PELHAM-INSTALL 18 LIGHTS IN COMPACTOR ROOM IN BLDG 20-(REQ# 1478925),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,987.00",,
SMALL PURCHASE,2100132,STANDARD,EMPIRE CITY DESIGN INC,PELHAM-REPAIR FENCES THROUGHOUT THE DEVELOPMENT-(REQ# 1479250),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,980.00",,
SMALL PURCHASE,2100142,STANDARD,S.WALIA CONSTRUCTION INC,PELHAM-BUTTON UP MO 2415-6E-SEE PROPOSAL ATTACHED-(REQ# 1479331),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,981.00",,
SMALL PURCHASE,2100149,STANDARD,TRI-STATE PUMP & MOTOR INC.,PELHAM-RE-INSTALL 2 EJECTOR PUMPS IN DEVELOPMENT-(REQ# 1479491),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,950.00",,
SMALL PURCHASE,2100156,STANDARD,LUDHIANA CONSTRUCTION SERVICES LLC,MORRIS-REMOVE BULK FROM BASEMENT IN BLDG 1373-(REQ# 1479518),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,925.00",,
SMALL PURCHASE,2100166,STANDARD,TEJ 1 CONSTRUCTION CORP,PELHAM-INSTALL CLOSET DOOR SLIDER @ 35-5D-(REQ# 1479528),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$3,095.00",,
SMALL PURCHASE,2100172,STANDARD,LIBERTY DESIGN & CONSTRUCTION INC.,MORRIS-REPAIR MISSING & BROKEN STEEL BAR FENCE IN THE FRONT PLAYGROUND AREA-(REQ# 1479532),Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,970.00",,
SMALL PURCHASE,2100173,STANDARD,TEJ 1 CONSTRUCTION CORP,SOUNDVIEW-REMOVE & INSTALL KITCHEN CABINETS @ 615-1F-(REQ# 1479552),Bronx Property Management,SOUND VIEW-0537,BRONX,"$3,595.00",,
SMALL PURCHASE,2100196,STANDARD,TEJ 1 CONSTRUCTION CORP,PELHAM-REMOVE & INSTALL KITCHEN CABINETS IN CC'S 31-2C & 36-1D-(REQ# 1479515),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,595.00",,
SMALL PURCHASE,2100208,STANDARD,TEJ 1 CONSTRUCTION CORP,M.A.R-REMOVE & INSTALL 3 KITCHEN WALL & BASE CABINETS IN CC'S-(REQ# 1479545),Bronx Property Management,MORRISANIA AIR -0385,BRONX,"$8,785.00",,
SMALL PURCHASE,2100228,STANDARD,AUJLA ELECTRIC CORP,MONROE-REMOVE OLD & INSTALL NEW EXTERIOR LIGHT POLES WITH FIXTURES-(REQ# 1478719),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,995.00",,
SMALL PURCHASE,2100236,STANDARD,BEST RENOVATION NYC CORP,GUNHILL-REPLACE EJECTOR PUMP IN BLDG 1 & REPAIR EJECTOR PUMP IN BLDG 6-(REQ# 1479677),Bronx Property Management,GUN HILL-0579,BRONX,"$4,885.00",,
SMALL PURCHASE,2100239,STANDARD,S & H BROTHERS CONSTRUCTION INC,FOREST-REMOVE & INSTALL 5 TUB CLOSURES WITH GRAB BARS-(REQ# 1480014),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,860.00",,
SMALL PURCHASE,2100250,STANDARD,J S SAINI CONSTRUCTION CORP.,SOUNDVIEW-REMOVE GRAFFITI FROM HALLWAYS IN BLDGS 1670 & 1676-(REQ# 1478411),Bronx Property Management,SOUND VIEW-0537,BRONX,"$4,980.00",,
SMALL PURCHASE,2100252,STANDARD,"AUNORAG CONSTRUCTION, INC.",SOUNDVIEW-REMOVE & INSTALL KITCHEN CABINETS & COUNTERTOP IN MAINT. AREA KITCHEN-(REQ# 1479813),Bronx Property Management,SOUND VIEW-0537,BRONX,"$4,955.00",,
SMALL PURCHASE,2100255,STANDARD,J S SAINI CONSTRUCTION CORP.,ADAMS-REMOVE DEBRIS & GARBAGE FROM FIRE JOB @ 680-6A-(REQ# 1480337),Bronx Property Management,JOHN ADAMS-0248,BRONX,"$3,750.00",,
SMALL PURCHASE,2100256,STANDARD,KC RESTORATION CORP,EDENWALD-UNCLOGGED ROOF DRAIN IN BLDGS 24 & 26-(REQ# 1480415),Bronx Property Management,EDENWALD-0214,BRONX,"$4,992.00",,
SMALL PURCHASE,2100286,STANDARD,HI TOUCH PAINTING CORP.,THROGGS NECK-REPAIR MAILBOX BANK @ 255 DEWEY AVE-(REQ# 1477419),Bronx Property Management,THROGGS NECK-0218,BRONX,"$1,850.00",,
SMALL PURCHASE,2100287,STANDARD,KC RESTORATION CORP,THROGGS NECK-CREATE & INSTALL 2 NEW ENGRAVED SIGNS FOR DEVELOPMENT-(REQ# 1479004),Bronx Property Management,THROGGS NECK-0218,BRONX,"$4,991.00",,
SMALL PURCHASE,2100288,STANDARD,SPEEDO CORPORATION,THROGGS NECK-REPAIR NON-ELECTRIC FOR FOUR DOORS-(REQ# 1479083),Bronx Property Management,THROGGS NECK-0218,BRONX,"$4,995.00",,
SMALL PURCHASE,2100290,STANDARD,PRINCE BAINS CONSTRUCTION CORP,MONROE-REPAIR EJECTOR SUMP PUMPS IN LAUNDRY ROOM IN BLDG 2-(REQ# 1479095),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,899.00",,
SMALL PURCHASE,2100292,STANDARD,NYC SINGH BUILDERS CORP,HIGHBRIDGE-REPLACE DAMAGED SHEET METAL & WATERPROOF COVERINGS TO WATER TANK-(REQ# 1479589),Bronx Property Management,HIGHBRIDGE GRDS-0229,BRONX,"$4,250.00",,
SMALL PURCHASE,2100306,STANDARD,"AUNORAG CONSTRUCTION, INC.","SOTOMAYOR-CLEAN CRAWL SPACE IN 3 BLDGS 1775, 1836 & 1815-(REQ# 1480392)",Bronx Property Management,SOTOMAYOR HOUSES - 0222,BRONX,"$4,775.00",,
SMALL PURCHASE,2100309,STANDARD,"AUNORAG CONSTRUCTION, INC.",PELHAM-INSTALL FLOOR TILES @ BLDG 2430 IN HALLWAY OF FLOORS 1-6TH-(REQ# 1479730),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,965.00",,
SMALL PURCHASE,2100313,STANDARD,POLO CONSTRUCTION CORP,"THROGGS NECK-INSTALL FLOOR TILES IN 4 MO'S 2787-3B, 560-8L, 2765-6E & 545-3E-(REQ# 1479482)",Bronx Property Management,THROGGS NECK-0218,BRONX,"$4,899.90",,
SMALL PURCHASE,2100343,STANDARD,HARIJOT CONSTRUCTION CORP,"Bronx River - fire job, debris removal and cleaning @ 1435 Harrod St. Apt. 11J; Req. 1478892",Bronx Property Management,BRONX RIVER-0533,BRONX,"$4,985.00",,
SMALL PURCHASE,2100348,STANDARD,AL-RAZIQ CONSTRUCTION INC,CLASON POINT - REPLACE 100 LIGHT BULBS **REQ 1481171**,Bronx Property Management,CLASON POINT-0208,BRONX,"$4,908.00",,
SMALL PURCHASE,2100349,STANDARD,LIBERTY DESIGN & CONSTRUCTION INC.,Throggs Neck - tank room insulation @ 2801 Dewey Ave; Req. 1479085,Bronx Property Management,THROGGS NECK-0218,BRONX,"$3,335.00",,
SMALL PURCHASE,2100380,STANDARD,AMG CONSTRUCTION GROUP INC,Morris - remove of sewage in the tank room at 1480 Washington Ave; Req. 1479683,Bronx Property Management,GOUVERNEUR MORR-0239,BRONX,"$4,940.00",,
SMALL PURCHASE,2100382,STANDARD,"AUNORAG CONSTRUCTION, INC.",Pelham - emergency work for remove broken pole and install new 2 heavy duty metal pole around the building #2355 Williams bridge Road. Welding is not required; Req. 1479769,Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$4,870.00",,
SMALL PURCHASE,2100384,STANDARD,MANU CONSTRUCTION INC,Throggs Neck - remove old rolling gate and install new rolling gate at 650 buttrick ave; Req. 1479911,Bronx Property Management,THROGGS NECK-0218,BRONX,"$3,999.00",,
SMALL PURCHASE,2100387,STANDARD,NRR CONSTRUCTION INC,"FOREST-REPAIR 3 LOBBY DOORS HARDWARE-HINGES, COSERS & MAGNETS-(REQ# 1479999)",Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,985.00",,
SMALL PURCHASE,2100388,STANDARD,SPEEDO CORPORATION,FOREST-REMOVE BULK & DEBRIS IN MO'S 905-1H & 770-8E-(REQ# 1480032),Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,975.00",,
SMALL PURCHASE,2100389,STANDARD,SPEEDO CORPORATION,"MONROE-REPAIR DOOR HARDWARE @ BLDGS 1762, 1755, 1815 & 872-(REQ# 1480049)",Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,580.00",,
SMALL PURCHASE,2100400,STANDARD,HI TOUCH PAINTING CORP.,"FOREST-BUTTON UP 3 MO'S 975-2C, 750-12H & 760-2F-SEE PROPOSAL ATTACHED-(REQ# 1480142)",Bronx Property Management,FOREST HOUSES-0535,BRONX,"$4,940.00",,
SMALL PURCHASE,2100403,STANDARD,S.WALIA CONSTRUCTION INC,MONROE-REMOVE DAMAGED TILES FROM FIRE & INSTALL NEW FLOOR TILES @ 1800-6 & 7TH FL-(REQ# 1480152),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,651.00",,
SMALL PURCHASE,2100405,STANDARD,NOVI ENTERPRISES INC,MONROE-INSTALL NEW LED BULBS & COVERS IN BLDG 1800 ON THE 5TH-7TH FL-(REQ# 1480159),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,450.00",,
SMALL PURCHASE,2100406,STANDARD,HI TOUCH PAINTING CORP.,"MONROE-REGLAZE BASIN SINK IN OCCP'S @ 877-2C, 872-2D & 872-1E-(REQ# 1480169)",Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,700.00",,
SMALL PURCHASE,2100415,STANDARD,KC RESTORATION CORP,MONROE-INSTALL EXHAUST FANS @ 810 SOUNDVIEW AVE-(REQ# 1480192),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,691.00",,
SMALL PURCHASE,2100424,STANDARD,NYC SINGH BUILDERS CORP,HIGHBRIDGE-STRIP & CLEAN 3 ROOMS @ 1-9I-(REQ# 1480314),Bronx Property Management,HIGHBRIDGE GRDS-0229,BRONX,"$4,850.00",,
SMALL PURCHASE,2100429,STANDARD,TRI-STATE PUMP & MOTOR INC.,UNION-REPAIR BOOSTER PUMP @ 950 UNION AVE-(REQ# 1482416),Bronx Property Management,UNION AVE E.163-0753,BRONX,"$4,300.00",,
SMALL PURCHASE,2100430,STANDARD,S & H BROTHERS CONSTRUCTION INC,"SOTOMAYOR-INSTALL 5 METAL DOORS WITH BUCK IN CRAWL SPACE @ BLDGS 26, 27 & 28-(REQ# 1482412)",Bronx Property Management,SOTOMAYOR HOUSES - 0222,BRONX,"$4,860.00",,
SMALL PURCHASE,2100431,STANDARD,ANU CONSTRUCTION CORP,"UNION-INSTALL 4 DOG WASTE STATION AROUND DAVIDSON, 1150 & 818-(REQ# 1480324)",Bronx Property Management,UNION AVE E.163-0753,BRONX,"$4,895.00",,
SMALL PURCHASE,2100434,STANDARD,BEST RENOVATION NYC CORP,"CLAREMONT-BUTTON UP MO'S 1162-3J, 4J & 1244-2C-PROPOSAL ATTACHED-(REQ# 1480561)",Bronx Property Management,CLAREMONT CONSO-0344,BRONX,"$4,985.00",,
SMALL PURCHASE,2100435,STANDARD,ENRIQUE MAGAN DBA LOTUS ELECTRIC,CLAREMONT-INSTALL 4 LED EXTERIOR WALL PACKS & 2 LED POLE LIGHTS @ 1128 & 110-(REQ# 1480572),Bronx Property Management,CLAREMONT CONSO-0344,BRONX,"$4,725.00",,
SMALL PURCHASE,2100436,STANDARD,J S SAINI CONSTRUCTION CORP.,PELHAM-INSTALL EXHAUST FAN IN BLDG #5-(REQ# 1481391),Bronx Property Management,PELHAM PARKWAY-0586,BRONX,"$3,880.00",,
SMALL PURCHASE,2100437,STANDARD,KC RESTORATION CORP,MONROE-INSTALL WINDOW HANDLES ON HALLWAY WINDOWS @ BLDG 810-(REQ# 1480207),Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,791.00",,
SMALL PURCHASE,2100486,STANDARD,AMERICAN PIPE & TANK LINING CO. INC.,WEBSTER-TROUBLESHOOT PROBLEM WITH PROBES @ 1260 WEBSTER AVE-(REQ# 1482645),Bronx Property Management,DANIEL WEBSTER-0231,BRONX,"$4,950.00",,
SMALL PURCHASE,2100489,STANDARD,"AUNORAG CONSTRUCTION, INC.","MONROE-REPLACE HANDRAIL TO TANKROOM STEPS & DRAIN COVERS @ 1770, 1790 & 810-(REQ# 14802190",Bronx Property Management,JAMES MONROE-0234,BRONX,"$4,965.00",,
